"lic_wml","lic_name","lic_site","lic_epr","pas_permit","lic_othid"
"GP3632PY","Infinis (Re-Gen) Ltd","Distington Gas Utilisation Plant",,"RP3335ZA",
"GP3733FE","Churchill Enviro Ltd","Fletcher Bank Landfill EPR/GP3733FE",,"GP3733FE",
"GP3937PZ","Recovery Lancashire Limited","GUP EPR/GP3937PZ",,"AP3835UX",
"GP3937PZ","Recovery Lancashire Limited","GUP EPR/GP3937PZ",,"GP3937PZ",
"GP3937PZ","Recovery Lancashire Limited","GUP EPR/GP3937PZ",,"QP3135NB",
"GP3937PZ","Recovery Lancashire Limited","GUP EPR/GP3937PZ",,"SP3535DB",
"GP3937PZ","Recovery Lancashire Limited","GUP EPR/GP3937PZ",,"TP3130KE",
"GP3938LF","Infinis (Re-Gen) Ltd","Sandy Lane Landfill Site",,"GP3938LF",
"GP3938LF","Infinis (Re-Gen) Ltd","Sandy Lane Landfill Site",,"RP3535ZJ",
"GP3938LF","Infinis (Re-Gen) Ltd","Sandy Lane Landfill Site",,"TP3336TV",
"HP3437NS","Aurora Energy Limited","Rushton Landfill Gas Utilisation Plant",,"HP3437NS",
"HP3530BS","Thompsons Of Prudhoe Limited","Springwell Quarry",,"HP3035CL",
"HP3530BS","Thompsons Of Prudhoe Limited","Springwell Quarry",,"HP3530BS",
"HP3530BS","Thompsons Of Prudhoe Limited","Springwell Quarry",,"QP3538MN",
"HP3630LN","Infinis (Re-Gen) Ltd","wapsey wood landfill gas utilisation plant",,"HP3630LN",
"HP3630LN","Infinis (Re-Gen) Ltd","wapsey wood landfill gas utilisation plant",,"RP3735ZS",
"HP3638UE","EDL (UK) LFG Generation","Sidegate Lane Generation Plant EPR/HP3638UE",,"BP3630HM",
"HP3638UE","EDL (UK) LFG Generation","Sidegate Lane Generation Plant EPR/HP3638UE",,"DP3935ZV",
"HP3638UE","EDL (UK) LFG Generation","Sidegate Lane Generation Plant EPR/HP3638UE",,"GP3532EK",
"HP3638UE","EDL (UK) LFG Generation","Sidegate Lane Generation Plant EPR/HP3638UE",,"HP3638UE",
"HP3638UE","EDL (UK) LFG Generation","Sidegate Lane Generation Plant EPR/HP3638UE",,"VP3137KG",
"JP3037ZK","Renewable Power Systems Limited","Pound Bottom GUP SITE EPR/JP3037ZK",,"JP3037ZK",
"JP3238WF","SUEZ Recycling and Recovery UK Ltd","Narborough GUP EPR/CB3207SE",,"JP3238WF",
"JP3238WF","SUEZ Recycling and Recovery UK Ltd","Narborough GUP EPR/CB3207SE",,"TP3635DM",
"JP3338ST","Woods Waste Limited","Westby Landfill Site",,"JP3338ST",
"JP3338ST","Woods Waste Limited","Westby Landfill Site",,"LP3436AE",
"JP3338ST","Woods Waste Limited","Westby Landfill Site",,"ZP3036EB",
"JP3339CR","Gasrec Limited","Gasrec Biomethane Plant EPR/JP3339CR",,"EP3237CK",
"JP3339CR","Gasrec Limited","Gasrec Biomethane Plant EPR/JP3339CR",,"HP3838VD",
"JP3339CR","Gasrec Limited","Gasrec Biomethane Plant EPR/JP3339CR",,"JP3339CR",
"JP3339SF","Magnox Limited","Oldbury Power Station EPR/JP3339SF",,"AP3630GS",
"JP3339SF","Magnox Limited","Oldbury Power Station EPR/JP3339SF",,"BP3936UF",
"JP3339SF","Magnox Limited","Oldbury Power Station EPR/JP3339SF",,"JP3339SF",
"JP3832WF","BCS Plant Limited","Knapton Gravel Quarry",,"BP3139DK",
"JP3832WF","BCS Plant Limited","Knapton Gravel Quarry",,"JP3832WF",
"JP3832WF","BCS Plant Limited","Knapton Gravel Quarry",,"NP3735RN",
"KP3238PU","Infinis (Re-Gen) Ltd","CANDLES LANDFILL",,"KP3238PU",
"KP3238PU","Infinis (Re-Gen) Ltd","CANDLES LANDFILL",,"MP3238NU",
"KP3532PQ","Buyinfo Limited","Edgefield Hall Farm Generation Project",,"AP3635CK",
"KP3532PQ","Buyinfo Limited","Edgefield Hall Farm Generation Project",,"DP3135ZP",
"KP3532PQ","Buyinfo Limited","Edgefield Hall Farm Generation Project",,"KP3532PQ",
"KP3539BQ","Castle Cement Limited","RIBBLESDALE WORKS",,"KP3539BQ",
"KP3539BQ","Castle Cement Limited","RIBBLESDALE WORKS",,"LP3030KU",
"KP3539BQ","Castle Cement Limited","RIBBLESDALE WORKS",,"QP3233VG",
"KP3539BQ","Castle Cement Limited","RIBBLESDALE WORKS",,"SP3832XY",
"KP3734LL","WRG Waste Services Ltd","DEERPLAY LANDFILL",,"KP3734LL",
"KP3734LL","WRG Waste Services Ltd","DEERPLAY LANDFILL",,"TP3031ET",
"KP3734LL","WRG Waste Services Ltd","DEERPLAY LANDFILL",,"YP3533RW",
"LP3031LK","Cemex UK Materials Limited","Small Dole Leachate Treatment Plant",,"AP3238KN",
"LP3031LK","Cemex UK Materials Limited","Small Dole Leachate Treatment Plant",,"EP3630VY",
"LP3031LK","Cemex UK Materials Limited","Small Dole Leachate Treatment Plant",,"LP3031LK",
"LP3032UR","Biffa Waste Services Ltd","Waresley Landfill EPR/LP3032UR",,"LP3032UR",
"LP3032UR","Biffa Waste Services Ltd","Waresley Landfill EPR/LP3032UR",,"MP3738NE",
"LP3032UR","Biffa Waste Services Ltd","Waresley Landfill EPR/LP3032UR",,"VP3231RM",
"LP3032UR","Biffa Waste Services Ltd","Waresley Landfill EPR/LP3032UR",,"WP3737TU",
"LP3039LP","COLLIER INDUSTRIAL WASTE LTD","Rixton Landfill EPR/LP3039LP",,"EP3938AJ",
"LP3039LP","COLLIER INDUSTRIAL WASTE LTD","Rixton Landfill EPR/LP3039LP",,"LP3039LP",
"LP3039LP","COLLIER INDUSTRIAL WASTE LTD","Rixton Landfill EPR/LP3039LP",,"SP3236CD",
"LP3133FK","Booth Ventures Limited","Britannia Quarry EPR/LP3133FK",,"KP3736RZ",
"LP3133FK","Booth Ventures Limited","Britannia Quarry EPR/LP3133FK",,"LP3133FK",
"LP3236SU","Cory Environmental Ltd","Barling Marsh Landfill EPR/LP3236SU",,"BP3634TP",
"LP3236SU","Cory Environmental Ltd","Barling Marsh Landfill EPR/LP3236SU",,"DP3934XC",
"LP3236SU","Cory Environmental Ltd","Barling Marsh Landfill EPR/LP3236SU",,"EP3033UN",
"LP3236SU","Cory Environmental Ltd","Barling Marsh Landfill EPR/LP3236SU",,"JP3933AW",
"LP3236SU","Cory Environmental Ltd","Barling Marsh Landfill EPR/LP3236SU",,"LP3236SU",
"LP3236SU","Cory Environmental Ltd","Barling Marsh Landfill EPR/LP3236SU",,"SP3230GC",
"LP3236XH","Viridor Waste Management Limited","Ockendon Power Plant EPR/LP3236XH/V004",,"FP3934TH",
"LP3236XH","Viridor Waste Management Limited","Ockendon Power Plant EPR/LP3236XH/V004",,"LP3236XH",
"LP3236XH","Viridor Waste Management Limited","Ockendon Power Plant EPR/LP3236XH/V004",,"YP3336HT",
"LP3236XH","Viridor Waste Management Limited","Ockendon Power Plant EPR/LP3236XH/V004",,"YP3635ZG",
"LP3330XP","Demex Limited","Thornhill Quarry Landfill EPR/LP3330XP",,"LP3330XP",
"LP3330XP","Demex Limited","Thornhill Quarry Landfill EPR/LP3330XP",,"QP3536RE",
"LP3434HA","Bradley Park Waste Management Limited","BRADLEY PARK LANDFILL SITE",,"AP3538ZF",
"LP3434HA","Bradley Park Waste Management Limited","BRADLEY PARK LANDFILL SITE",,"DP3136EU",
"LP3434HA","Bradley Park Waste Management Limited","BRADLEY PARK LANDFILL SITE",,"KP3933FQ",
"LP3434HA","Bradley Park Waste Management Limited","BRADLEY PARK LANDFILL SITE",,"LP3434HA",
"LP3434HA","Bradley Park Waste Management Limited","BRADLEY PARK LANDFILL SITE",,"UP3430FW",
"LP3434HA","Bradley Park Waste Management Limited","BRADLEY PARK LANDFILL SITE",,"VP3730RC",
"LP3434HA","Bradley Park Waste Management Limited","BRADLEY PARK LANDFILL SITE",,"XP3138EU",
"LP3434HA","Bradley Park Waste Management Limited","BRADLEY PARK LANDFILL SITE",,"XP3234CY",
"LP3437UZ","Darrington Quarries Ltd","DARRINGTON NORTH LANDFILL",,"LP3437UZ",
"LP3530BX","Integrated Waste Management Ltd","Carnaby Landfill Site  EA/EPR/LP3530BX/V004",,"DP3336XM",
"LP3530BX","Integrated Waste Management Ltd","Carnaby Landfill Site  EA/EPR/LP3530BX/V004",,"DP3630MF",
"LP3530BX","Integrated Waste Management Ltd","Carnaby Landfill Site  EA/EPR/LP3530BX/V004",,"LP3530BX",
"LP3530BX","Integrated Waste Management Ltd","Carnaby Landfill Site  EA/EPR/LP3530BX/V004",,"NP3738RD",
"LP3530BX","Integrated Waste Management Ltd","Carnaby Landfill Site  EA/EPR/LP3530BX/V004",,"UP3938NL",
"LP3530BX","Integrated Waste Management Ltd","Carnaby Landfill Site  EA/EPR/LP3530BX/V004",,"YP3731HG",
"LP3832NM","Durham County Council","JOINT STOCKS LANDFILL PHASE 2",,"KP3239AV",
"LP3832NM","Durham County Council","JOINT STOCKS LANDFILL PHASE 2",,"LP3832NM",
"LP3839WL","St Modwen Properties I S. a. r. l","Kingsweston Landfill",,"LP3839WL",
"LP3939HN","Lincwaste Limited","Boston Landfill EPR/XP3298NJ",,"CP3030RL",
"LP3939HN","Lincwaste Limited","Boston Landfill EPR/XP3298NJ",,"LP3134NA",
"LP3939HN","Lincwaste Limited","Boston Landfill EPR/XP3298NJ",,"LP3238VC",
"LP3939HN","Lincwaste Limited","Boston Landfill EPR/XP3298NJ",,"LP3939HN",
"LP3939HN","Lincwaste Limited","Boston Landfill EPR/XP3298NJ",,"XP3238NV",
"MP3234SS","Elementis Uk Ltd","Coatham Stob Quarry (Area 6) EPR/MP3234SS",,"AP3937AV",
"MP3234SS","Elementis Uk Ltd","Coatham Stob Quarry (Area 6) EPR/MP3234SS",,"MP3234SS",
"MP3435KP","Viridor Waste Management Limited","Elsenham Landfill EPR/MP3435KP",,"EP3235CM",
"MP3435KP","Viridor Waste Management Limited","Elsenham Landfill EPR/MP3435KP",,"MP3435KP",
"MP3435KP","Viridor Waste Management Limited","Elsenham Landfill EPR/MP3435KP",,"QP3337KX",
"MP3435KP","Viridor Waste Management Limited","Elsenham Landfill EPR/MP3435KP",,"RP3334RK",
"MP3435KP","Viridor Waste Management Limited","Elsenham Landfill EPR/MP3435KP",,"XP3538NJ",
"MP3435KP","Viridor Waste Management Limited","Elsenham Landfill EPR/MP3435KP",,"XP3839AW",
"MP3439MH","SUEZ Recycling and Recovery UK Ltd","United Mines Landfill EPR/MP3439MH",,"MP3439MH",
"MP3439MH","SUEZ Recycling and Recovery UK Ltd","United Mines Landfill EPR/MP3439MH",,"MP3733DR",
"MP3439MH","SUEZ Recycling and Recovery UK Ltd","United Mines Landfill EPR/MP3439MH",,"MP3836FU",
"MP3439MH","SUEZ Recycling and Recovery UK Ltd","United Mines Landfill EPR/MP3439MH",,"SP3434GP",
"MP3439MH","SUEZ Recycling and Recovery UK Ltd","United Mines Landfill EPR/MP3439MH",,"SP3632XW",
"MP3933CJ","Cemex UK Materials Limited","Burghfield Landfill Site A EPR/MP3933CJ",,"HP3730NA",
"MP3933CJ","Cemex UK Materials Limited","Burghfield Landfill Site A EPR/MP3933CJ",,"MP3933CJ",
"MP3933CJ","Cemex UK Materials Limited","Burghfield Landfill Site A EPR/MP3933CJ",,"UP3632RZ",
"NP3036KR","Mick George Limited","Witcham Meadlands Landfill EPR/LP3996ND",,"NP3036KR",
"NP3036KR","Mick George Limited","Witcham Meadlands Landfill EPR/LP3996ND",,"VP3938WZ",
"NP3135SL","Cory Environmental (Central) Limited","Highfields South Landfill Site",,"BP3034TC",
"NP3135SL","Cory Environmental (Central) Limited","Highfields South Landfill Site",,"NP3135SL",
"NP3135SL","Cory Environmental (Central) Limited","Highfields South Landfill Site",,"QP3636AP",
"NP3135SL","Cory Environmental (Central) Limited","Highfields South Landfill Site",,"VP3732XJ",
"NP3139PK","SITA UK Limited","Harmondsworth Landfill Site",,"HP3033MT",
"NP3139PK","SITA UK Limited","Harmondsworth Landfill Site",,"NP3139PK",
"NP3139PK","SITA UK Limited","Harmondsworth Landfill Site",,"WP3935HW",
"NP3139PK","SITA UK Limited","Harmondsworth Landfill Site",,"XP3437CG",
"NP3235SU","Cory Environmental (Gloucestershire) Ltd","Hempsted Landfill Site",,"CP3036GM",
"NP3235SU","Cory Environmental (Gloucestershire) Ltd","Hempsted Landfill Site",,"EP3331SN",
"NP3235SU","Cory Environmental (Gloucestershire) Ltd","Hempsted Landfill Site",,"GP3138AK",
"NP3235SU","Cory Environmental (Gloucestershire) Ltd","Hempsted Landfill Site",,"KP3630MA",
"NP3235SU","Cory Environmental (Gloucestershire) Ltd","Hempsted Landfill Site",,"NP3235SU",
"NP3235SU","Cory Environmental (Gloucestershire) Ltd","Hempsted Landfill Site",,"SP3234TT",
"NP3235SU","Cory Environmental (Gloucestershire) Ltd","Hempsted Landfill Site",,"TP3038NK",
"NP3235SU","Cory Environmental (Gloucestershire) Ltd","Hempsted Landfill Site",,"XP3633LC",
"NP3333LD","William Lee Ltd","William Lee Landfill Site",,"NP3333LD",
"NP3435PX","Biffa Waste Services Ltd","Ufton Farm Landfill Site",,"DP3232FP",
"NP3435PX","Biffa Waste Services Ltd","Ufton Farm Landfill Site",,"GP3033RZ",
"NP3435PX","Biffa Waste Services Ltd","Ufton Farm Landfill Site",,"LP3630WU",
"NP3435PX","Biffa Waste Services Ltd","Ufton Farm Landfill Site",,"NP3435PX",
"NP3435PX","Biffa Waste Services Ltd","Ufton Farm Landfill Site",,"RP3739WG",
"NP3435PX","Biffa Waste Services Ltd","Ufton Farm Landfill Site",,"UP3234HQ",
"NP3435PX","Biffa Waste Services Ltd","Ufton Farm Landfill Site",,"VP3436LC",
"NP3435PX","Biffa Waste Services Ltd","Ufton Farm Landfill Site",,"ZP3037TA",
"NP3538MF","FCC Recycling (UK) Limited","Daneshill Landfill Site",,"AP3130CC",
"NP3538MF","FCC Recycling (UK) Limited","Daneshill Landfill Site",,"KP3233ZU",
"NP3538MF","FCC Recycling (UK) Limited","Daneshill Landfill Site",,"NP3538MF",
"NP3538MF","FCC Recycling (UK) Limited","Daneshill Landfill Site",,"TP3838NP",
"NP3538MF","FCC Recycling (UK) Limited","Daneshill Landfill Site",,"UP3734NE",
"NP3635SZ","Biffa Waste Services Ltd","Kingsbury Landfill EPR/NP3635SZ",,"DP3130RX",
"NP3635SZ","Biffa Waste Services Ltd","Kingsbury Landfill EPR/NP3635SZ",,"HP3338NS",
"NP3635SZ","Biffa Waste Services Ltd","Kingsbury Landfill EPR/NP3635SZ",,"NP3635SZ",
"NP3635SZ","Biffa Waste Services Ltd","Kingsbury Landfill EPR/NP3635SZ",,"WP3331NL",
"NP3635SZ","Biffa Waste Services Ltd","Kingsbury Landfill EPR/NP3635SZ",,"ZP3333TV",
"NP3635SZ","Biffa Waste Services Ltd","Kingsbury Landfill EPR/NP3635SZ",,"ZP3733VS",
"NP3736GU","Veolia ES Landfill Limited","III Landfill",,"AP3737RU",
"NP3736GU","Veolia ES Landfill Limited","III Landfill",,"NP3736GU",
"NP3736GU","Veolia ES Landfill Limited","III Landfill",,"PP3335KB",
"NP3934LH","Hills Waste Solution Limited","Parkgate Farm Hazardous waste landfill",,"KP3635CA",
"NP3934LH","Hills Waste Solution Limited","Parkgate Farm Hazardous waste landfill",,"LP3136EZ",
"NP3934LH","Hills Waste Solution Limited","Parkgate Farm Hazardous waste landfill",,"LP3433ZH",
"NP3934LH","Hills Waste Solution Limited","Parkgate Farm Hazardous waste landfill",,"NP3934LH",
"NP3934LH","Hills Waste Solution Limited","Parkgate Farm Hazardous waste landfill",,"SP3130KN",
"PP3032SY","FCC Waste Services (UK) Limited","Deerplay Landfill Gas Utilisation Scheme",,"JP3335ZH",
"PP3032SY","FCC Waste Services (UK) Limited","Deerplay Landfill Gas Utilisation Scheme",,"PP3032SY",
"PP3037FA","Viridor Waste (Greater Manchester) Ltd","Bredbury Parkway Waste Treatment Facility EPR/DP3793LP",,"BP3431NK",
"PP3037FA","Viridor Waste (Greater Manchester) Ltd","Bredbury Parkway Waste Treatment Facility EPR/DP3793LP",,"HP3738NH",
"PP3037FA","Viridor Waste (Greater Manchester) Ltd","Bredbury Parkway Waste Treatment Facility EPR/DP3793LP",,"KP3136WX",
"PP3037FA","Viridor Waste (Greater Manchester) Ltd","Bredbury Parkway Waste Treatment Facility EPR/DP3793LP",,"PP3037FA",
"PP3133TS","Lincwaste Limited","LEADENHAM LANDFILL",,"KP3835EP",
"PP3133TS","Lincwaste Limited","LEADENHAM LANDFILL",,"PP3133TS",
"PP3133TS","Lincwaste Limited","LEADENHAM LANDFILL",,"QP3538NE",
"PP3133TS","Lincwaste Limited","LEADENHAM LANDFILL",,"ZP3039AL",
"PP3134SL","SITA UK Limited","Corby Landfill Site EPR/PP3134SL",,"BP3130MQ",
"PP3134SL","SITA UK Limited","Corby Landfill Site EPR/PP3134SL",,"PP3134SL",
"PP3135SU","Tarmac Aggregates Limited","Brittons Hall Farm Landfill site",,"FP3438NS",
"PP3135SU","Tarmac Aggregates Limited","Brittons Hall Farm Landfill site",,"HP3332MZ",
"PP3135SU","Tarmac Aggregates Limited","Brittons Hall Farm Landfill site",,"LP3739XS",
"PP3135SU","Tarmac Aggregates Limited","Brittons Hall Farm Landfill site",,"PP3135SU",
"PP3135SU","Tarmac Aggregates Limited","Brittons Hall Farm Landfill site",,"PP3537KT",
"PP3135SU","Tarmac Aggregates Limited","Brittons Hall Farm Landfill site",,"VP3735ET",
"PP3135SU","Tarmac Aggregates Limited","Brittons Hall Farm Landfill site",,"XP3034VC",
"PP3135SU","Tarmac Aggregates Limited","Brittons Hall Farm Landfill site",,"YP3236AP",
"PP3135SU","Tarmac Aggregates Limited","Brittons Hall Farm Landfill site",,"YP3932KV",
"PP3234MQ","Tata Steel UK Limited","Crosby North Landfill EPR/PP3234MQ",,"PP3234MQ",
"PP3430BK","Lincwaste Limited","Kirkby on Bain Landfill site",,"BP3136HX",
"PP3430BK","Lincwaste Limited","Kirkby on Bain Landfill site",,"KP3033AP",
"PP3430BK","Lincwaste Limited","Kirkby on Bain Landfill site",,"PP3430BK",
"PP3430BK","Lincwaste Limited","Kirkby on Bain Landfill site",,"PP3530MY",
"PP3430BK","Lincwaste Limited","Kirkby on Bain Landfill site",,"TP3831XD",
"PP3630BC","Lincwaste Ltd","Kenwick Landfill EPR/PP3630BC",,"DP3030MQ",
"PP3630BC","Lincwaste Ltd","Kenwick Landfill EPR/PP3630BC",,"DP3337RP",
"PP3630BC","Lincwaste Ltd","Kenwick Landfill EPR/PP3630BC",,"PP3630BC",
"PP3630BC","Lincwaste Ltd","Kenwick Landfill EPR/PP3630BC",,"TP3331XH",
"PP3630BC","Lincwaste Ltd","Kenwick Landfill EPR/PP3630BC",,"WP3339AX",
"PP3730LP","Saint-Gobain Pipelines plc","Welby Tip",,"PP3730LP",
"PP3730LP","Saint-Gobain Pipelines plc","Welby Tip",,"PP3736TD",
"PP3730LP","Saint-Gobain Pipelines plc","Welby Tip",,"XP3933UL",
"PP3734SE","SUEZ Recycling and Recovery UK Ltd","Cranford Landfill Site EPR/PP3734SE",,"BP3134NK",
"PP3734SE","SUEZ Recycling and Recovery UK Ltd","Cranford Landfill Site EPR/PP3734SE",,"EP3438KJ",
"PP3734SE","SUEZ Recycling and Recovery UK Ltd","Cranford Landfill Site EPR/PP3734SE",,"KP3835DQ",
"PP3734SE","SUEZ Recycling and Recovery UK Ltd","Cranford Landfill Site EPR/PP3734SE",,"LP3734XV",
"PP3734SE","SUEZ Recycling and Recovery UK Ltd","Cranford Landfill Site EPR/PP3734SE",,"NP3939CF",
"PP3734SE","SUEZ Recycling and Recovery UK Ltd","Cranford Landfill Site EPR/PP3734SE",,"PP3734SE",
"PP3734SE","SUEZ Recycling and Recovery UK Ltd","Cranford Landfill Site EPR/PP3734SE",,"RP3733AY",
"PP3735SW","Biffa Waste Services Ltd","Ugley Landfill",,"EP3333FU",
"PP3735SW","Biffa Waste Services Ltd","Ugley Landfill",,"PP3735SW",
"PP3735SW","Biffa Waste Services Ltd","Ugley Landfill",,"RP3336LX",
"PP3735SW","Biffa Waste Services Ltd","Ugley Landfill",,"SP3934NW",
"PP3735SW","Biffa Waste Services Ltd","Ugley Landfill",,"ZP3837TH",
"PP3830BV","Integrated Waste Management Ltd","Immingham Landill Site",,"DP3534NA",
"PP3830BV","Integrated Waste Management Ltd","Immingham Landill Site",,"KP3931XZ",
"PP3830BV","Integrated Waste Management Ltd","Immingham Landill Site",,"PP3830BV",
"PP3830BV","Integrated Waste Management Ltd","Immingham Landill Site",,"QP3338NF",
"PP3935CU","Recycled In Ardleigh Limited","Martells Quarry Landfill EPR/PP3935CU",,"GP3938AP",
"PP3935CU","Recycled In Ardleigh Limited","Martells Quarry Landfill EPR/PP3935CU",,"PP3935CU",
"PP3935CU","Recycled In Ardleigh Limited","Martells Quarry Landfill EPR/PP3935CU",,"RP3039AR",
"QP3033BG","Biffa Waste Services Ltd","Bramford Landfill EPR/QP3033BG",,"PP3730WF",
"QP3033BG","Biffa Waste Services Ltd","Bramford Landfill EPR/QP3033BG",,"QP3033BG",
"QP3033BG","Biffa Waste Services Ltd","Bramford Landfill EPR/QP3033BG",,"RP3132RP",
"QP3033BG","Biffa Waste Services Ltd","Bramford Landfill EPR/QP3033BG",,"ZP3832KE",
"QP3038HQ","Hanson Quarry Products Europe Ltd","Shardlow Quarry Landfill EPR/QP3038HQ",,"QP3038HQ",
"QP3230LE","WESTCOMBE WASTE LTD","Whiscombe Hill Landfill EPR/QP3230LE",,"QP3230LE",
"QP3230LE","WESTCOMBE WASTE LTD","Whiscombe Hill Landfill EPR/QP3230LE",,"QP3830VZ",
"QP3230LE","WESTCOMBE WASTE LTD","Whiscombe Hill Landfill EPR/QP3230LE",,"XP3934KR",
"QP3334SK","Tata Steel UK Limited","Yarborough Quarry EPR/QP3334SK",,"NP3631FV",
"QP3334SK","Tata Steel UK Limited","Yarborough Quarry EPR/QP3334SK",,"QP3334SK",
"QP3539XL","Integrated Waste Management Ltd","Winterton North Landfill EPR/QP3539XL",,"BP3035RC",
"QP3539XL","Integrated Waste Management Ltd","Winterton North Landfill EPR/QP3539XL",,"FP3936RC",
"QP3539XL","Integrated Waste Management Ltd","Winterton North Landfill EPR/QP3539XL",,"JP3931GR",
"QP3539XL","Integrated Waste Management Ltd","Winterton North Landfill EPR/QP3539XL",,"PP3934NN",
"QP3539XL","Integrated Waste Management Ltd","Winterton North Landfill EPR/QP3539XL",,"QP3539XL",
"QP3539XL","Integrated Waste Management Ltd","Winterton North Landfill EPR/QP3539XL",,"WP3332KS",
"QP3539XL","Integrated Waste Management Ltd","Winterton North Landfill EPR/QP3539XL",,"YP3237EX",
"QP3539XL","Integrated Waste Management Ltd","Winterton North Landfill EPR/QP3539XL",,"YP3637FE",
"QP3931PF","Integrated Waste Management Ltd","Winterton Effluent Treatment Plant  EA/EPR/QP3931PF/V002",,"DP3233KG",
"QP3931PF","Integrated Waste Management Ltd","Winterton Effluent Treatment Plant  EA/EPR/QP3931PF/V002",,"QP3931PF",
"QP3938LY","Novera Energy Generation No 2 Limited","Foxhall Generation Plant",,"JP3235ZK",
"QP3938LY","Novera Energy Generation No 2 Limited","Foxhall Generation Plant",,"NP3238EY",
"QP3938LY","Novera Energy Generation No 2 Limited","Foxhall Generation Plant",,"QP3938LY",
"QP3938LY","Novera Energy Generation No 2 Limited","Foxhall Generation Plant",,"YP3436NW",
"QP3938LY","Novera Energy Generation No 2 Limited","Foxhall Generation Plant",,"ZP3532TA",
"RP3039SZ","Tarmac Cement and Lime Ltd","South Pit Phase 3 Landfill EPR/RP3039SZ",,"AP3131CN",
"RP3039SZ","Tarmac Cement and Lime Ltd","South Pit Phase 3 Landfill EPR/RP3039SZ",,"BP3033GY",
"RP3039SZ","Tarmac Cement and Lime Ltd","South Pit Phase 3 Landfill EPR/RP3039SZ",,"BP3636EZ",
"RP3039SZ","Tarmac Cement and Lime Ltd","South Pit Phase 3 Landfill EPR/RP3039SZ",,"CP3433MC",
"RP3039SZ","Tarmac Cement and Lime Ltd","South Pit Phase 3 Landfill EPR/RP3039SZ",,"DP3234AQ",
"RP3039SZ","Tarmac Cement and Lime Ltd","South Pit Phase 3 Landfill EPR/RP3039SZ",,"RP3039SZ",
"RP3039SZ","Tarmac Cement and Lime Ltd","South Pit Phase 3 Landfill EPR/RP3039SZ",,"YP3430ED",
"RP3133PP","Augean South Limited","Thornhaugh Landfill Site",,"AP3731KH",
"RP3133PP","Augean South Limited","Thornhaugh Landfill Site",,"EP3733WX",
"RP3133PP","Augean South Limited","Thornhaugh Landfill Site",,"LP3735GB",
"RP3133PP","Augean South Limited","Thornhaugh Landfill Site",,"RP3133PP",
"RP3133PP","Augean South Limited","Thornhaugh Landfill Site",,"UP3539LR",
"RP3133PP","Augean South Limited","Thornhaugh Landfill Site",,"VP3734ME",
"RP3231XX","Tudor Griffiths Ltd","Wood Lane Landfill EPR/RP3231XX",,"RP3231XX",
"RP3231XX","Tudor Griffiths Ltd","Wood Lane Landfill EPR/RP3231XX",,"ZP3731RA",
"RP3332KY","P Casey Enviro Ltd","Lane Side Quarry Landfill Site",,"FP3338CZ",
"RP3332KY","P Casey Enviro Ltd","Lane Side Quarry Landfill Site",,"PP3339VD",
"RP3332KY","P Casey Enviro Ltd","Lane Side Quarry Landfill Site",,"RP3332KY",
"RP3434HP","Sahaviriya Steel Industries UK Limited","CLE 3/8 Landfill Site EPR/RP3434HP",,"RP3434HP",
"RP3530BC","Viridor Waste Management Limited","Broadpath Landfill EPR/RP3530BC",,"AP3233FQ",
