,name,preferred,type,cas,parameter_groups
2037,N-Nitrosodimethylamine,,Chemical,,ECM
3292,n-Nitrosodiphenylamine,,Chemical,86-30-6,ECM
3293,n-Nitrosomethylethylamine,,Chemical,10595-95-6,ECM
3294,n-Nitrosopiperidine,,Chemical,100-75-4,ECM
3295,n-Nitrosopyrrolidine,,Chemical,930-55-2,ECM
3296,n-Nonane,,Chemical,,ECM
3308,n-octane,Octane,,,ECM
3297,n-Pentane,,Chemical,,ECM
3298,n-Propyl acetate,,Chemical,109-60-4,ECM
3299,n-Propylbenzene,,Chemical,,ECM
3300,n-Propylbenzene m,n-Propylbenzene,,,ECM
3301,n-Valeric acid,Valeric acid,,,ECM
2032,"N,N-diethyl-N',N'-diphenyl-6-(1H-pyrrol-1-yl)-1,3,5-triazine-2,4-diamine",,Chemical,,ECM
2027,"N,N-Diethylethanamine",,Chemical,,ECM
2028,"N,N-Dimethylacetamide",,Chemical,,ECM
2029,"N,N-Dimethylaniline",,Chemical,,ECM
2033,"N,N-dimethylethanolamine",2-(Dimethylamino)ethanol,,,ECM
2030,"N,N-Dimethylethylamine",,Chemical,598-56-1,ECM
2031,"N,N-Dimethylphenylamine",,Chemical,121-69-7,ECM
2026,"N,N'-Ethylene distearylamide",,Chemical,110-30-5,ECM
3597,Na,Sodium,Chemical,,ECM
2047,Naled,,Physical parameter,,ECM
2048,Named hazardous waste,,Physical parameter,,ECM
2049,Named non hazardous waste,,Physical parameter,,ECM
2050,Naphthalene,,Chemical,91-20-3,ECM
2051,Naphthalene STLPAN,Naphthalene,,,ECM
2052,Naphthalene STLPJY,Naphthalene,,,ECM
2053,Naphthalene VOC,Naphthalene,,,ECM
2057,Naphthalene-d8,,Chemical,,ECM
2054,"Naphthalene, 1,3-dimethyl-",,Chemical,575-41-7,ECM
2055,"Naphthalene, 2,3-dimethyl-",,Chemical,,ECM
2056,"Naphthalene, 2,7-dimethyl-",,Chemical,,ECM
3664,napthalene,Naphthalene,Chemical,,ECM
3310,napthalene STLGEX,Naphthalene,,,ECM
2058,Natural Gas,,Chemical,,ECM
3309,nC17/Pristane Ratio,,Chemical ratio,,ECM
2059,Neopentane,,Chemical,463-82-1,ECM
2060,Neopentyl glycol,,Chemical,126-30-7,ECM
2061,Neopentyl glycol diglycidyl ether,,Chemical,17557-23-2,ECM
2062,Neopetyl Glycol,,Chemical,,ECM
2063,Neptunium,,Chemical,,ECM
2064,Neptunium 237,Neptunium-237,,,ECM
2065,Neptunium-237,,Chemical,,ECM
2066,Net Energy Input Biomass,,LCP,,ECM
2067,Net Energy Input Coal,,LCP,,ECM
2068,Net Energy Input Lignite,,LCP,,ECM
2069,Net Energy Input Liquid fuels,,LCP,,ECM
2070,Net Energy Input Natural gas,,LCP,,ECM
2071,Net Energy Input Other gases,,LCP,,ECM
2072,Net Energy Input Other solid fuels,,LCP,,ECM
2073,Net Energy Input Peat,,LCP,,ECM
2074,Net Rated Thermal Input Capacity,,LCP,,ECM
2076,Net total annual production of product,,Physical parameter,,ECM
2075,Net Water Used,,REM,,ECM
3595,NH4,Ammoniacal Nitrogen as NH4,Chemical,,ECM
3596,NH4-N,Ammoniacal Nitrogen as NH4,Chemical,,ECM
2077,Nickel,,Chemical,7440-02-0,ECM
2078,Nickel and its compounds expressed as nickel (total Ni),,Chemical Group,,ECM
2079,Nickel carbonyl,Tetracarbonylnickel (as Ni),,,ECM
2080,Nickel oxide,,Chemical,,ECM
3399,Nickel Total as Ni,Nickel and its compounds expressed as nickel (total Ni),Chemical group,,ECM
2081,Nicotine,,Chemical,,ECM
2082,Niobium 94,Niobium-94,,,ECM
2083,Niobium 95,Niobium-95,,,ECM
2084,Niobium-94,,Chemical,,ECM
2085,Niobium-95,,Chemical,,ECM
2086,Nitrate,,Chemical,,ECM
3598,Nitrate (NO3),Nitrate,Chemical,,ECM
3463,Nitrate as N,,Chemical,,ECM
3599,Nitrate as NO3,Nitrate,Chemical,,ECM
3600,Nitrates (NO3-N),Nitrite,Chemical group,,ECM
2087,Nitric acid,,Chemical,,ECM
2088,Nitrilotriacetic Acid,,Chemical,,ECM
2089,Nitrilotriacetic acid trisodium salt monohydrate,,Chemical,,ECM
2090,Nitrite,,Chemical,,ECM
3601,Nitrite (NO2),Nitrite,Chemical,,ECM
3445,Nitrite as N,,Chemical,,ECM
3602,Nitrite as NO2,Nitrite,Chemical,,ECM
2091,Nitrobenzene,,Chemical,,ECM
2092,Nitrobenzene-D5,,Chemical,,ECM
2093,Nitrofen,,Chemical,,ECM
2094,Nitrogen,,Chemical,,ECM
2096,Nitrogen - as total N,Nitrogen,,,ECM
2095,Nitrogen (Kjeldahl),Nitrogen,,,ECM
2098,Nitrogen dioxide,,Chemical,,ECM
2097,Nitrogen Oxides,Oxides Of Nitrogen (NOX),,,ECM
2099,Nitrogen oxides - NO and NO2 as NO2,Oxides Of Nitrogen (NOX),,,ECM
3432,Nitrogen total oxidised as N,,Chemical,,ECM
2101,"Nitrogen, organic - total",,Chemical,,ECM
2100,"Nitrogen, Total as N",Nitrogen,,,ECM
2102,Nitroglycerin,,Chemical,55-63-0,ECM
2103,Nitromethane,,Chemical,75-52-5,ECM
2104,Nitrosodimethylamine,N-Nitrosodimethylamine,,,ECM
2105,Nitrous oxide,,Chemical,,ECM
2106,Nitrous oxide (N2O),Nitrous oxide,,,ECM
2039,NMVOCs,Non-methane VOCs,,,ECM
2040,NO2-N Nitrite,,Chemical,,ECM
2041,NO3 (Nitrate),Nitrate,,,ECM
2042,NO3-N Nitrate,Nitrate,,,ECM
2108,Non hazardous waste transferred,,Physical parameter,,ECM
2109,Non potable water extracted,,Physical parameter,,ECM
2107,"Non Volatile Matter, light petroleum extract",,Chemical group,,ECM
2110,Non-Asbestos Fibre,,Physical parameter,,ECM
2115,Non-carbonate hardness,,Physical parameter,,ECM
2111,Non-Fossil Fuel,,Physical parameter,,ECM
2112,Non-Fossil Fuel Consumption,,REM,,ECM
2113,Non-Haz Waste Transferred for Disposal at another Installation,,REM,,ECM
2114,Non-Haz Waste Transferred for Recovery at another Installation,,REM,,ECM
2116,Non-hazardous waste,,Physical parameter,,ECM
2117,Non-methane VOCs,,Chemical Group,,ECM
2118,Non-methane volatile organic compounds (NMVOCs),Non-methane VOCs,,,ECM
2119,"Non-volatile aromatics, total",,Chemical Group,,ECM
2120,Nonachlorobiphenyl,,Chemical,,ECM
2121,Nonacosane,,Chemical,,ECM
2122,Nonadecane,,Chemical,,ECM
2123,Nonylphenol,Nonylphenols,,,ECM
2124,Nonylphenol and nonylphenol ethoxylates,,Chemical Group,,ECM
2125,Nonylphenol ethoxylate,,Chemical Group,,ECM
2126,Nonylphenols,,Chemical,,ECM
2043,NOX,Oxides Of Nitrogen (NOX),,,ECM
2044,NSO / Resins,,Chemical Group,,ECM
2045,NTA (Nitrilotriacetic Acid),Nitrilotriacetic Acid,,,ECM
2046,"NVM, light petroleum extract",,Chemical group,,ECM
3603,O xylene,Xylene (o),Chemical,,ECM
3317,o-Acetylsalicyclic acid,,Chemical,50-78-2,ECM
3319,o-chlorotoluene,2-Chlorotoluene,,,ECM
3320,o-cresol,2-Methylphenol,,,ECM
2127,O-Ethyl O-4-nitrophenyl phenylphosphonothioate,,Chemical,,ECM
3604,O-Methylphenol,2-Methylphenol,Chemical,,ECM
3318,o-Toluidene,o-toluidine,,,ECM
3321,o-toluidine,,Chemical,95-53-4,ECM
3322,o-xylene,Xylene (o),,,ECM
3665,"o,p-DDE","DDE (O,P)",Chemical,,ECM
3315,"o,p-DDE n","DDE (O,P)",,,ECM
3316,"o,p-DDT","DDT (O,P)",,,ECM
3666,"o,p-TDE",4-Chloroaniline,Chemical,,ECM
3311,"o,p'-DDE","DDE (O,P)",,,ECM
3312,"o,p'-DDT","DDT (O,P)",,,ECM
3313,"o,p'-Methoxychlor",,Chemical,,ECM
3314,"o,p'-TDE","DDD (O,P)",,,ECM
2128,O2,Oxygen,,,ECM
3605,O2 stable,Oxygen,Chemical,,ECM
2129,Octachlorobiphenyl,,Chemical,,ECM
2130,Octachlorodibenzo-p-dioxin,,Chemical,,ECM
2131,Octachlorodibenzofuran,,Chemical,,ECM
2132,Octacosane,,Chemical,,ECM
2133,Octadecanal,,Chemical,,ECM
2134,Octadecane,,Chemical,593-45-3,ECM
2135,"Octadecane, 1-chloro-",,Chemical,3386-33-2,ECM
2136,Octadecanoic acid,,Chemical,,ECM
2137,"Octadecanoic acid, 2-methylpropyl ester",,Chemical,646-13-9,ECM
2138,"Octadecanoic acid, methyl ester SVOC",Methyl oleate,,,ECM
2139,Octane,,Chemical,,ECM
2140,"Octane, 2,6-dimethyl-",,Chemical,2051-30-1,ECM
2141,Octanoic acid,,Chemical,0124-07-02,ECM
2142,Octylphenol,Octylphenols,,,ECM
2143,Octylphenols,,Chemical Group,,ECM
2144,Octylphenols and octylphenol ethoxylates,,Chemical Group,140-66-9,ECM
2145,Odour,,Physical parameter,,ECM
2146,Odour Description,,Physical parameter,,ECM
2147,Odour Extent,,Physical parameter,,ECM
2148,Odour Intensity,,Physical parameter,,ECM
2149,Oil & Grease Saponifiable,Oil and Grease Saponifiable,,,ECM
2151,Oil and Grease,,Physical parameter,,ECM
2152,Oil and Grease (Visual),Oil and Grease,,,ECM
2153,Oil and Grease Saponifiable,,Physical parameter,,ECM
2154,Oil and Grease Unsaponifiable,,Physical parameter,,ECM
2150,Oil Fingerprint Interpretation,,Physical parameter,,ECM
2155,Oil/Grease,Oil and Grease,,,ECM
2156,Omethoate,,Chemical,,ECM
3606,OP-TDE,"DDD (O,P)",Chemical,,ECM
2157,Operating Hours,,Physical parameter,,ECM
2159,Organic carbon,Dissolved Organic Carbon,,,ECM
2158,Organic Fibre,,Biological Parameter,,ECM
2160,Organic lead,"Lead, organic",,,ECM
2161,"Organic matter, total",,Biological Parameter,,ECM
2163,Organochlorine pesticides,,Chemical Group,,ECM
2162,Organochlorine Pesticides Tot.of 28,Organochlorine pesticides,,,ECM
3323,organohalogens,Halogenated organic compounds (total),,,ECM
2164,Organophosphorus compounds,,Chemical Group,,ECM
2165,Organophosphorus pesticides,,Chemical Group,,ECM
2166,Organotin compounds,,Chemical Group,,ECM
2167,Organotin compounds - as Sn,,Chemical group,,ECM
3324,orthophosphate,Phosphate,,,ECM
3364,Orthophosphate as P,,Chemical,,ECM
3458,Orthophosphate as PO4,,Chemical,,ECM
3418,Orthophosphate reactive as P,,Chemical,,ECM
2168,Orthophosphoric acid,,Chemical,7664-38-2,ECM
2169,Osmium tetraoxide (as Os),,Chemical,20816-12-0,ECM
2170,Osmium tetroxide,Osmium tetraoxide (as Os),,,ECM
2178,Other alkyl benzenes,,Chemical group,,ECM
2171,Other Alpha Particulate,,Radioisotope group,,ECM
2172,Other Beta/Gamma,,Radioisotope group,,ECM
2173,Other Beta/Gamma Particulate,,Radioisotope group,,ECM
2174,Other Energy Produced,,Physical parameter,,ECM
2175,Other Gases,,Chemical Group,,ECM
2179,Other hazardous waste,,Physical parameter,,ECM
2180,Other inputs of water/moisture,,Physical parameter,,ECM
2181,Other non hazardous waste,,Physical parameter,,ECM
2176,Other Solid Fuel,,Chemical Group,,ECM
2177,Other Solid Residues,,Chemical Group,,ECM
2182,Oxalic Acid,,Chemical,,ECM
2186,Oxides of Nitrogen,Oxides Of Nitrogen (NOX),,,ECM
2187,Oxides of Nitrogen (NO and NO2 expressed as NO2),Oxides Of Nitrogen (NOX),,,ECM
2183,Oxides Of Nitrogen (NOX),,Chemical Group,,ECM
2184,Oxides Of Nitrogen (NOX) After Tuning,Oxides Of Nitrogen (NOX),,,ECM
2185,Oxides Of Nitrogen (NOX) Before Tuning,Oxides Of Nitrogen (NOX),,,ECM
2188,Oxidisability,,Physical parameter,,ECM
2189,"Oxidised Nitrogen, total",,Chemical,,ECM
2190,"Oxirane, hexadecyl-",,Chemical,,ECM
2191,Oxydemeton-methyl,,Chemical,,ECM
2192,Oxygen,,Chemical,,ECM
3607,Oxygen (lab analysis),Oxygen,Chemical,,ECM
2193,Oxygen airborne,Oxygen,,,ECM
2194,Ozone,,Chemical,,ECM
3331,p-Aramid Respirable Fibres,,Chemical,,ECM
3332,p-Chloroaniline,4-Chloroaniline,,,ECM
3336,p-chlorotoluene,4-Chlorotoluene,,,ECM
3333,p-Cresidine,,Chemical,120-71-8,ECM
3440,p-cresol,,Chemical,,ECM
3334,p-Dimethylaminoazobenzene,,Chemical,07/11/1960,ECM
3337,p-isopropyltoluene,,Chemical,,ECM
3338,p-phenylenediamine,"1,4-Diaminobenzene",,,ECM
3335,p-Toluenesulphonyl Chloride,,Chemical,,ECM
3339,p-xylene,Xylene (p),,,ECM
3667,"p,p-DDE",Dichlorodiphenyldichloroethylene,Chemical,,ECM
3668,"p,p-DDT","DDT (P,P)",Chemical,,ECM
3329,"p,p-DDT (1,1,1-Trichloro-2,2-bis(4-chlorophenyl)ethane)","DDT (P,P)",,,ECM
3330,"p,p-TDE","DDT (P,P)",,,ECM
3325,"p,p'-DDE",Dichlorodiphenyldichloroethylene,,,ECM
3326,"p,p'-DDE n",Dichlorodiphenyldichloroethylene,,,ECM
3327,"p,p'-DDT","DDT (P,P)",,,ECM
3328,"p,p'TDE",Dichlorodiphenyldichloroethane,,,ECM
3340,p/m Xylene,Xylene (m and p),,,ECM
2195,PAH,PAHs (Polycyclic Aromatic Hydrocarbons),,,ECM
2196,PAH (16 EPA),PAH (Sum of EPA 16),,,ECM
2197,PAH (19 SSPH),,Chemical group,,ECM
2198,PAH (Sum of EPA 16),,Chemical Group,,ECM
2199,PAH (USEPA 16),PAH (Sum of EPA 16),,,ECM
2200,PAH total 17 (inc coronene),,Chemical Group,,ECM
2201,PAHs,PAHs (Polycyclic Aromatic Hydrocarbons),,,ECM
2202,PAHs (Polycyclic Aromatic Hydrocarbons),,Chemical Group,,ECM
2439,"Paracetamol, Inhalable Dust",,Chemical,,ECM
2440,"Paraffin Wax, Fume",,Chemical,,ECM
2441,Paraquat,,Chemical,,ECM
2442,"Paraquat dichloride, respirable dust",,Chemical,,ECM
2443,Parathion,,Chemical,,ECM
2444,Parathion-ethyl,,Chemical,,ECM
2445,Parathion-methyl,,Chemical,,ECM
2446,Particle Size Distribution,,Physical parameter,,ECM
2447,Particles,Particulate matter,,,ECM
2448,Particles (PM10),Particulate matter - PM10,,,ECM
2449,Particulate matter,,Physical parameter,,ECM
2450,Particulate matter - PM10,,Physical parameter,,ECM
2451,Particulate matter - PM2.5,,Physical parameter,,ECM
3669,particulate matter/dust,Particulate matter,Physical,,ECM
2452,Particulates,Particulate matter,,,ECM
2453,Particulates (PM10),Particulate matter - PM10,,,ECM
3610,Particulates (PM2.5),Particulate matter - PM2.5,Physical,,ECM
2454,Pb,Lead,,,ECM
2203,PCB,PCBs (polychlorinated biphenyls),,,ECM
3452,PCB (Individual congeners),Polychlorinated biphenyl individual congeners,Chemical,,ECM
2204,PCB 0,Biphenyl,,,ECM
2205,PCB 1,,Chemical,,ECM
2206,PCB 10,,Chemical,,ECM
2207,PCB 100,"2,2',4,4',6-Pentachlorobiphenyl",,,ECM
2208,PCB 101,,Chemical,,ECM
2209,PCB 102,"2,2',4,5,6'-Pentachlorobiphenyl",,,ECM
2210,PCB 103,"2,2',4,5',6-Pentachlorobiphenyl",,,ECM
2211,PCB 104,"2,2',4,6,6'-Pentachlorobiphenyl",,,ECM
2212,PCB 105,"2,3,3',4',4'-Pentachlorobiphenyl",,,ECM
2213,PCB 106,"2,3,3',4,5-Pentachlorobiphenyl",,,ECM
2214,PCB 107,"2,3,3',4',5-Pentachlorobiphenyl",,,ECM
2215,PCB 108,"2,3,3',4,5'-Pentachlorobiphenyl",,,ECM
2216,PCB 109,"2,3,3',4,6-Pentachlorobiphenyl",,,ECM
2217,PCB 11,"3,3'Dichlorobiphenyl",,,ECM
2218,PCB 110,"2,3,3',4',6-Pentachlorobiphenyl",,,ECM
2219,PCB 111,"2,3,3',5,5'-Pentachlorobiphenyl",,,ECM
2220,PCB 112,"2,3,3',5,6-Pentachlorobiphenyl",,,ECM
2221,PCB 113,"2,3,3',5',6-Pentachlorobiphenyl",,,ECM
2222,PCB 114,"2,3,4,4',5-Pentachlorobiphenyl",,,ECM
2223,PCB 115,"2,3,4,4',6-Pentachlorobiphenyl",,,ECM
2224,PCB 116,,Chemical,,ECM
2225,PCB 117,"2,3,4',5,6-Pentachlorobiphenyl",,,ECM
2226,PCB 118,"2,3',4,4',5-Pentachlorobiphenyl",,,ECM
2227,PCB 118 & PCB 123,,Chemical Group,,ECM
2228,PCB 119,"2,3',4,4',6-Pentachlorobiphenyl",,,ECM
2229,PCB 12,,Chemical,,ECM
2230,PCB 120,"2,3',4,5,5'-Pentachlorobiphenyl",,,ECM
2231,PCB 121,"2,3',4,5',6-Pentachlorobiphenyl",,,ECM
2232,PCB 122,,Chemical,,ECM
2233,PCB 123,,Chemical,,ECM
2234,PCB 123/149,,Chemical Group,,ECM
2235,PCB 124,"2,3',4',5,5'-Pentachlorobiphenyl",,,ECM
2236,PCB 125,"2,3',4',5',6-Pentachlorobiphenyl",,,ECM
2237,PCB 126,"3,3',4,4',5-Pentachlorobiphenyl",,,ECM
2238,PCB 127,"3,3',4,5,5'-Pentachlorobiphenyl",,,ECM
2239,PCB 128,"2,2',3,3',4,4'-Hexachlorobiphenyl",,,ECM
2240,PCB 129,"2,2',3,3',4,5-Hexachlorobiphenyl",,,ECM
2241,PCB 13,"3,4'-Dichlorobiphenyl",,,ECM
2242,PCB 130,"2,2',3,3',4,5'-Hexachlorobiphenyl",,,ECM
2243,PCB 131,"2,2',3,3',4,6-Hexachlorobiphenyl",,,ECM
2244,PCB 132,"2,2',3,3',4,6'-Hexachlorobiphenyl",,,ECM
2245,PCB 133,"2,2'3,3',5,5'-Hexachlorobiphenyl",,,ECM
2246,PCB 134,"2,2',3,3',5,6-Hexachlorobiphenyl",,,ECM
2247,PCB 135,,Chemical,,ECM
2248,PCB 136,"2,2',3,3',6,6'-Hexachlorobiphenyl",,,ECM
2249,PCB 137,"2,2',3,4,4',5-Hexachlorobiphenyl",,,ECM
2250,PCB 138,,Chemical,,ECM
2251,PCB 139,"2,2',3,4,4',6-Hexachlorobiphenyl",,,ECM
2252,PCB 14,,Chemical,,ECM
2253,PCB 140,"2,2',3,4,4',6'-Hexachlorobiphenyl",,,ECM
2254,PCB 141,"2,2',3,4,5,5'-Hexachlorobiphenyl",,,ECM
2255,PCB 142,"2,2',3,4,5,6-Hexachlorobiphenyl",,,ECM
2256,PCB 143,"2,2',3,4,5,6'-Hexachlorobiphenyl",,,ECM
2257,PCB 144,"2,2',3,4,5',6-Hexachlorobiphenyl",,,ECM
2258,PCB 145,"2,2',3,4,6,6'-Hexachlorobiphenyl",,,ECM
2259,PCB 146,"2,2',3,4',5,5'-Hexachlorobiphenyl",,,ECM
2260,PCB 147,"2,2',3,4',5,6-Hexachlorobiphenyl",,,ECM
2261,PCB 148,"2,2',3,4',5,6'-Hexachlorobiphenyl",,,ECM
2262,PCB 149,"2,2',3,4',5',6-Hexachlorobiphenyl",,,ECM
2263,PCB 15,"4,4'-Dichlorobiphenyl",,,ECM
2264,PCB 150,"2,2',3,4',6,6'-Hexachlorobiphenyl",,,ECM
2265,PCB 151,"2,2',3,5,5',6-Hexachlorobiphenyl",,,ECM
2266,PCB 152,"2,2',3,5,6,6'-Hexachlorobiphenyl",,,ECM
2267,PCB 153,,Chemical,,ECM
2268,PCB 154,"2,2',4,4',5,6'-Hexachlorobiphenyl",,,ECM
2269,PCB 155,"2,2'4,4'6,6'-Hexachlorobiphenyl",,,ECM
2270,PCB 156,,Chemical,,ECM
2271,PCB 157,"2,3,3',4,4',5'-Hexachlorobiphenyl",,,ECM
2272,PCB 158,"2,3,3',4,4',6-Hexachlorobiphenyl",,,ECM
2273,PCB 159,"2,3,3',4,5,5'-Hexachlorobiphenyl",,,ECM
2274,PCB 16,"2,2',3-Trichlorobiphenyl",,,ECM
2275,PCB 160,"2,3,3',4,5,6-Hexachlorobiphenyl",,,ECM
2276,PCB 161,"2,3,3',4,5',6-Hexachlorobiphenyl",,,ECM
2277,PCB 162,"2,3,3',4',5,5'-Hexachlorobiphenyl",,,ECM
2278,PCB 163,"2,3,3',4',5,6-Hexachlorobiphenyl",,,ECM
2279,PCB 164,"2,3,3',4',5',6-Hexachlorobiphenyl",,,ECM
2280,PCB 165,"2,3,3',5,5',6-Hexachlorobiphenyl",,,ECM
2281,PCB 166,"2,3,4,4',5,6-Hexachlorobiphenyl",,,ECM
2282,PCB 167,"2,3',4,4',5,5'-Hexachlorobiphenyl",,,ECM
2283,PCB 168,"2,3',4,4',5'6-Hexachlorobiphenyl",,,ECM
2284,PCB 169,"3,3',4,4',5,5'-Hexachlorobiphenyl",,,ECM
2285,PCB 17,"2,2',4-Trichlorobiphenyl",,,ECM
2286,PCB 170,"2,2',3,3',4,4',5-Heptachlorobiphenyl",,,ECM
2287,PCB 171,"2,2',3,3',4,4',6-Heptachlorobiphenyl",,,ECM
2288,PCB 172,"2,2',3,3',4,5,5'-Heptachlorobiphenyl",,,ECM
2289,PCB 173,"2,2',3,3',4,5,6-Heptachlorobiphenyl",,,ECM
2290,PCB 174,"2,2',3,3',4,5,6'-Heptachlorobiphenyl",,,ECM
2291,PCB 175,"2,2',3,3',4,5',6-Heptachlorobiphenyl",,,ECM
2292,PCB 176,"2,2',3,3',4,6,6'-Heptachlorobiphenyl",,,ECM
2293,PCB 177,"2,2',3,3',4,5',6'-Heptachlorobiphenyl",,,ECM
2294,PCB 178,"2,2',3,3',5,5',6-Heptachlorobiphenyl",,,ECM
2295,PCB 179,"2,2',3,3',5,6,6'-Heptachlorobiphenyl",,,ECM
2296,PCB 18,"2,2'5-Trichlorobiphenyl",,,ECM
2297,PCB 180,"2,2',3,4',5,5',6-Heptachlorobiphenyl",,,ECM
2298,PCB 181,"2,2',3,4,4',5,6-Heptachlorobiphenyl",,,ECM
2299,PCB 182,"2,2',3,4,4',5,6'-Heptachlorobiphenyl",,,ECM
2300,PCB 183,"2,2',3,4,4',5',6-Heptachlorobiphenyl",,,ECM
2301,PCB 184,"2,2',3,4,4',6,6'-Heptachlorobiphenyl",,,ECM
2302,PCB 185,"2,2',3,4,5,5'6-Heptachlorobiphenyl",,,ECM
2303,PCB 186,"2,2',3,4,5,6,6'-Heptachlorobiphenyl",,,ECM
2304,PCB 187,,Chemical,,ECM
2305,PCB 188,"2,2',3,4',5,6,6'-Heptachlorobiphenyl",,,ECM
2306,PCB 189,"2,3,3',4,4',5,5'-Heptachlorobiphenyl",,,ECM
2307,PCB 19,"2,2',6-Trichlorobiphenyl",,,ECM
2308,PCB 190,"2,3,3',4,4',5,6-Heptachlorobiphenyl",,,ECM
2309,PCB 191,"2,3,3',4,4',5',6-Heptachlorobiphenyl",,,ECM
2310,PCB 192,"2,3,3',4,5,5',6-Heptachlorobiphenyl",,,ECM
2311,PCB 193,"2,3,3',4',5,5',6-Heptachlorobiphenyl",,,ECM
2312,PCB 194,"2,2',3,3',4,4',5,5'-Octachlorobiphenyl",,,ECM
2313,PCB 195,"2,2',3,3',4,4',5,6-Octachlorobiphenyl",,,ECM
2314,PCB 196,"2,2',3,3',4,4',5.6'-Octachlorobiphenyl",,,ECM
2315,PCB 197,"2,2',3,3',4,4',6,6'-Octachlorobiphenyl",,,ECM
2316,PCB 198,"2,2',3,3',4,5,5',6-Octachlorobiphenyl",,,ECM
2317,PCB 199,"2,2',3,3',4,5,5',6'-Octachlorobiphenyl",,,ECM
2318,PCB 2,,Chemical,,ECM
2319,PCB 20,"2,3,3'-Trichlorobiphenyl",,,ECM
2320,PCB 200,"2,2',3,3',4,5,6,6-Octachlorobiphenyl",,,ECM
2321,PCB 201,"2,2',3,3',4,5',6,6'-Octachlorobiphenyl",,,ECM
2322,PCB 202,"2,2',3,3',5,5',6,6'-Octachlorobiphenyl",,,ECM
2323,PCB 203,"2,2',3,4,4',5,5',6-Octachlorobiphenyl",,,ECM
2324,PCB 204,"2,2',3,4,4',5,6,6'-Octachlorobiphenyl",,,ECM
2325,PCB 205,"2,3,3',4,4',5,5',6-Octachlorobiphenyl",,,ECM
2326,PCB 206,"2,2',3,3',4,4',5,5',6-Nonachlorobiphenyl",,,ECM
2327,PCB 207,"2,2',3,3',4,4',5,6,6'-Nonachlorobiphenyl",,,ECM
2328,PCB 208,"2,2',3,3',4,5,5',6,6'-Nonachlorobiphenyl",,,ECM
2329,PCB 209,,Chemical,,ECM
2330,PCB 21,,Chemical,,ECM
2331,PCB 22,"2,3,4'-Trichlorobiphenyl",,,ECM
2332,PCB 23,,Chemical,,ECM
2333,PCB 24,,Chemical,,ECM
2334,PCB 25,"2,3',4-Trichlorobiphenyl",,,ECM
2335,PCB 26,"2,3',5-Trichlorobiphenyl",,,ECM
2336,PCB 27,"2,3',6-Trichlorobiphenyl",,,ECM
2337,PCB 28,,Chemical,,ECM
2338,PCB 28 & PCB 31,,Chemical Group,,ECM
2339,PCB 29,,Chemical,,ECM
2340,PCB 3,,Chemical,,ECM
2341,PCB 30,,Chemical,,ECM
2342,PCB 31,"2,4',5-Trichlorobiphenyl",,,ECM
2343,PCB 32,"2,4',6-Trichlorobiphenyl",,,ECM
2344,PCB 33,"2,3',4'-Trichlorobiphenyl",,,ECM
2345,PCB 34,"2,3',5'-Trichlorobiphenyl",,,ECM
2346,PCB 35,"3,3',4'-Trichlorobiphenyl",,,ECM
2347,PCB 36,"3,3',5-Trichlorobiphenyl",,,ECM
2348,PCB 37,"3,4,4'-Trichlorobiphenyl",,,ECM
2349,PCB 38,"3,4,5-Trichlorobiphenyl",,,ECM
2350,PCB 39,"3,4',5-Trichlorobiphenyl",,,ECM
2351,PCB 4,"2,2'Dichlorobiphenyl",,,ECM
2352,PCB 40,"2,2',3,3'-Tetrachlorobiphenyl",,,ECM
2353,PCB 41,"2,2',3,4-tetrachlorobiphenyl",,,ECM
2354,PCB 42,"2,2',3,4'-Tetrachlorobiphenyl",,,ECM
2355,PCB 43,"2,2',3,5-Tetrachlorobiphenyl",,,ECM
2356,PCB 44,"2,2',3,5'-Tetrachlorobiphenyl",,,ECM
2357,PCB 45,"2,2',3,6-Tetrachlorobiphenyl",,,ECM
2358,PCB 46,"2,2',3,6'-Tetrachlorobiphenyl",,,ECM
2359,PCB 47,"2,2'4,4'-Tetrachlorobiphenyl",,,ECM
2360,PCB 48,"2,2',4,5-Tetrachlorobiphenyl",,,ECM
2361,PCB 49,"2,2',4,5'-Tetrachlorobiphenyl",,,ECM
2362,PCB 5,,Chemical,,ECM
2363,PCB 50,"2,2',4,6-Tetrachlorobiphenyl",,,ECM
2364,PCB 51,"2,2',4,6'-Tetrachlorobiphenyl",,,ECM
2365,PCB 52,,Chemical,,ECM
2366,PCB 53,"2,2',5,6'-Tetrachlorobiphenyl",,,ECM
2367,PCB 54,"2,2'6,6'-Tetrachlorobiphenyl",,,ECM
2368,PCB 55,"2,3,3',4-Tetrachlorobiphenyl",,,ECM
2369,PCB 56,"2,3,3',4'-Tetrachlorobiphenyl",,,ECM
2370,PCB 57,"2,3,3',5-Tetrachlorobiphenyl",,,ECM
2371,PCB 58,"2,3,3',5'-Tetrachlorobiphenyl",,,ECM
2372,PCB 59,"2,3,3',6-Tetrachlorobiphenyl",,,ECM
2373,PCB 6,"2,3'-Dichlorobiphenyl",,,ECM
2374,PCB 60,"2,3,4,4'-Tetrachlorobiphenyl",,,ECM
2375,PCB 61,,Chemical,,ECM
2376,PCB 62,,Chemical,,ECM
2377,PCB 63,"2,3,4',5-Tetrachlorobiphenyl",,,ECM
2378,PCB 64,"2,3,4',6-Tetrachlorobiphenyl",,,ECM
2379,PCB 65,,Chemical,,ECM
